Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
B0118,`08,`100,District - Hanumangarh,`26,`262,`2620,Manufacture of computers and peripheral equipment,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`263,`0000,Manufacture of communication equipment,18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`263,`2630,Manufacture of communication equipment,18,18,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`264,`0000,Manufacture of consumer electronics,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`264,`2640,Manufacture of consumer electronics,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`265,`0000,"Manufacture of measuring, testing, navigating and control equipment;",6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`265,`2652,Manufacture of watches and clocks,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`267,`0000,Manufacture of optical instruments and equipment,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`26,`267,`2670,Manufacture of optical instruments and equipment,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`000,`0000,Manufacture of electrical equipment,550,544,6,392,390,2,158,154,4,14,14,0,14,14,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`271,`0000,"Manufacture of electric motors, generators, transformers and electricity",486,480,6,348,346,2,138,134,4,14,14,0,14,14,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`271,`2710,"Manufacture of electric motors, generators, transformers and electricity",486,480,6,348,346,2,138,134,4,14,14,0,14,14,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`272,`0000,Manufacture of batteries and accumulators,34,34,0,20,20,0,14,14,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`272,`2720,Manufacture of batteries and accumulators,34,34,0,20,20,0,14,14,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`274,`0000,Manufacture of electric lighting equipment,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`274,`2740,Manufacture of electric lighting equipment,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`275,`0000,Manufacture of domestic appliances,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`27,`275,`2750,Manufacture of domestic appliances,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`000,`0000,Manufacture of machinery and equipment n.e.c.,190,168,22,62,54,8,128,114,14,26,6,20,6,0,6,20,6,14
B0118,`08,`100,District - Hanumangarh,`28,`281,`0000,Manufacture of general purpose machinery,20,12,8,6,6,0,14,6,8,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`281,`2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`281,`2819,Manufacture of other general-purpose machinery,14,6,8,6,6,0,8,0,8,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`0000,Manufacture of special-purpose machinery,170,156,14,56,48,8,114,108,6,26,6,20,6,0,6,20,6,14
B0118,`08,`100,District - Hanumangarh,`28,`282,`2821,Manufacture of agricultural and forestry machinery,70,62,8,34,26,8,36,36,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`2822,Manufacture of metal-forming machinery and machine tools,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`2823,Manufacture of machinery for metallurgy,20,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`2824,"Manufacture of machinery for mining, quarrying and construction",6,2,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`2825,"Manufacture of machinery for food, beverage and tobacco processing",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`28,`282,`2826,"Manufacture of machinery for textile, apparel and leather production",58,56,2,12,12,0,46,44,2,26,6,20,6,0,6,20,6,14
B0118,`08,`100,District - Hanumangarh,`28,`282,`2829,Manufacture of other special-purpose machinery,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`29,`000,`0000,"Manufacture of motor vehicles, trailers and semi-trailers",18,18,0,0,0,0,18,18,0,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`29,`292,`0000,Manufacture of bodies (coachwork) for motor vehicles; manufacture of,6,6,0,0,0,0,6,6,0,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`29,`292,`2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,6,6,0,0,0,0,6,6,0,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`29,`293,`0000,Manufacture of parts and accessories for motor vehicles,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`29,`293,`2930,Manufacture of parts and accessories for motor vehicles,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`000,`0000,Manufacture of other transport equipment,134,134,0,80,80,0,54,54,0,6,0,6,6,0,6,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`301,`0000,Building of ships and boats,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`301,`3011,Building of ships and floating structures,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`302,`0000,Manufacture of railway locomotives and rolling stock,24,24,0,18,18,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`302,`3020,Manufacture of railway locomotives and rolling stock,24,24,0,18,18,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`304,`0000,Manufacture of military fighting vehicles,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`304,`3040,Manufacture of weapons and ammunition,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`309,`0000,Manufacture of transport equipment n.e.c.,96,96,0,48,48,0,48,48,0,6,0,6,6,0,6,0,0,0
B0118,`08,`100,District - Hanumangarh,`30,`309,`3099,Manufacture of other transport equipment n.e.c.,96,96,0,48,48,0,48,48,0,6,0,6,6,0,6,0,0,0
B0118,`08,`100,District - Hanumangarh,`31,`000,`0000,Manufacture of furniture,2830,2818,12,1952,1946,6,878,872,6,268,248,20,192,186,6,76,62,14
B0118,`08,`100,District - Hanumangarh,`31,`310,`0000,Manufacture of furniture,2830,2818,12,1952,1946,6,878,872,6,268,248,20,192,186,6,76,62,14
B0118,`08,`100,District - Hanumangarh,`31,`310,`3100,Manufacture of furniture,2830,2818,12,1952,1946,6,878,872,6,268,248,20,192,186,6,76,62,14
B0118,`08,`100,District - Hanumangarh,`32,`000,`0000,Other manufacturing,1970,1900,70,610,590,20,1360,1310,50,206,138,68,94,64,30,112,74,38
B0118,`08,`100,District - Hanumangarh,`32,`321,`0000,"Manufacture of jewellery, bijouterie and related articles",1152,1128,24,302,290,12,850,838,12,90,76,14,56,50,6,34,26,8
B0118,`08,`100,District - Hanumangarh,`32,`321,`3211,Manufacture of jewellery and related articles,1126,1108,18,288,282,6,838,826,12,90,76,14,56,50,6,34,26,8
B0118,`08,`100,District - Hanumangarh,`32,`321,`3212,Manufacture of imitation jewellery and related articles,26,20,6,14,8,6,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`32,`322,`0000,Manufacture of musical instruments,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`32,`322,`3220,Manufacture of musical instruments,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`32,`324,`0000,Manufacture of games and toys,30,30,0,6,6,0,24,24,0,12,6,6,0,0,0,12,6,6
B0118,`08,`100,District - Hanumangarh,`32,`324,`3240,Manufacture of games and toys,30,30,0,6,6,0,24,24,0,12,6,6,0,0,0,12,6,6
B0118,`08,`100,District - Hanumangarh,`32,`325,`0000,Manufacture of medical and dental instruments and supplies,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`32,`325,`3250,Manufacture of medical and dental instruments and supplies,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`32,`329,`0000,Other manufacturing n.e.c.,774,728,46,302,294,8,472,434,38,104,56,48,38,14,24,66,42,24
B0118,`08,`100,District - Hanumangarh,`32,`329,`3290,Other manufacturing n.e.c.,774,728,46,302,294,8,472,434,38,104,56,48,38,14,24,66,42,24
B0118,`08,`100,District - Hanumangarh,`33,`000,`0000,Repair and installation of machinery and equipment,1550,1518,32,774,754,20,776,764,12,124,124,0,56,56,0,68,68,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`0000,"Repair of fabricated metal products, machinery and equipment",1514,1482,32,768,748,20,746,734,12,124,124,0,56,56,0,68,68,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3311,Repair of fabricated metal products,38,38,0,8,8,0,30,30,0,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3312,Repair of machinery,380,374,6,180,180,0,200,194,6,26,26,0,14,14,0,12,12,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3313,Repair of electronic and optical equipment,56,50,6,12,12,0,44,38,6,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3314,Repair of electrical equipment,740,728,12,412,400,12,328,328,0,72,72,0,40,40,0,32,32,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3315,"Repair of transport equipment, except motor vehicles",194,192,2,112,110,2,82,82,0,8,8,0,2,2,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`33,`331,`3319,Repair of other equipment,106,100,6,44,38,6,62,62,0,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`33,`332,`0000,Installation of industrial machinery and equipment,36,36,0,6,6,0,30,30,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`33,`332,`3320,Installation of industrial machinery and equipment,36,36,0,6,6,0,30,30,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`35,`000,`0000,"Electricity, gas, steam and air conditioning supply",898,888,10,350,350,0,548,538,10,46,46,0,22,22,0,24,24,0
B0118,`08,`100,District - Hanumangarh,`35,`351,`0000,"Electric power generation, transmission and distribution",786,776,10,304,304,0,482,472,10,40,40,0,22,22,0,18,18,0
B0118,`08,`100,District - Hanumangarh,`35,`351,`3510,"Electric power generation, transmission and distribution",786,776,10,304,304,0,482,472,10,40,40,0,22,22,0,18,18,0
B0118,`08,`100,District - Hanumangarh,`35,`352,`0000,Manufacture of gas; distribution of gaseous fuels through mains,92,92,0,38,38,0,54,54,0,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`35,`352,`3520,Manufacture of gas; distribution of gaseous fuels through mains,92,92,0,38,38,0,54,54,0,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`35,`353,`0000,Steam and air conditioning supply,20,20,0,8,8,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`35,`353,`3530,Steam and air conditioning supply,20,20,0,8,8,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`36,`000,`0000,"Water collection, treatment and supply",968,950,18,556,544,12,412,406,6,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`36,`360,`0000,"Water collection, treatment and supply",968,950,18,556,544,12,412,406,6,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`36,`360,`3600,"Water collection, treatment and supply",968,950,18,556,544,12,412,406,6,12,12,0,6,6,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`37,`000,`0000,Sewerage,48,42,6,0,0,0,48,42,6,14,8,6,6,0,6,8,8,0
B0118,`08,`100,District - Hanumangarh,`37,`370,`0000,Sewerage,48,42,6,0,0,0,48,42,6,14,8,6,6,0,6,8,8,0
B0118,`08,`100,District - Hanumangarh,`37,`370,`3700,Sewerage,48,42,6,0,0,0,48,42,6,14,8,6,6,0,6,8,8,0
B0118,`08,`100,District - Hanumangarh,`38,`000,`0000,"Waste collection, treatment and disposal activities; materials recovery",218,190,28,98,96,2,120,94,26,22,0,22,18,0,18,4,0,4
B0118,`08,`100,District - Hanumangarh,`38,`381,`0000,Waste collection,110,84,26,20,20,0,90,64,26,12,0,12,12,0,12,0,0,0
B0118,`08,`100,District - Hanumangarh,`38,`381,`3811,Collection of non-hazardous waste,36,22,14,2,2,0,34,20,14,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`38,`381,`3812,Collection of hazardous waste,74,62,12,18,18,0,56,44,12,12,0,12,12,0,12,0,0,0
B0118,`08,`100,District - Hanumangarh,`38,`382,`0000,Waste treatment and disposal,108,106,2,78,76,2,30,30,0,10,0,10,6,0,6,4,0,4
B0118,`08,`100,District - Hanumangarh,`38,`382,`3822,Treatment and disposal of hazardous waste,108,106,2,78,76,2,30,30,0,10,0,10,6,0,6,4,0,4
B0118,`08,`100,District - Hanumangarh,`39,`000,`0000,Remediation activities and other waste management services,22,14,8,8,8,0,14,6,8,2,0,2,0,0,0,2,0,2
B0118,`08,`100,District - Hanumangarh,`39,`390,`0000,Remediation activities and other waste management services,22,14,8,8,8,0,14,6,8,2,0,2,0,0,0,2,0,2
B0118,`08,`100,District - Hanumangarh,`39,`390,`3900,Remediation activities and other waste management services,22,14,8,8,8,0,14,6,8,2,0,2,0,0,0,2,0,2
B0118,`08,`100,District - Hanumangarh,`41,`000,`0000,Construction of buildings,17304,16546,758,8048,7718,330,9256,8828,428,3064,2500,564,1582,1210,372,1482,1290,192
B0118,`08,`100,District - Hanumangarh,`41,`410,`0000,Construction of buildings,17304,16546,758,8048,7718,330,9256,8828,428,3064,2500,564,1582,1210,372,1482,1290,192
B0118,`08,`100,District - Hanumangarh,`41,`410,`4100,Construction of buildings,17304,16546,758,8048,7718,330,9256,8828,428,3064,2500,564,1582,1210,372,1482,1290,192
B0118,`08,`100,District - Hanumangarh,`42,`000,`0000,Civil engineering,3264,2416,848,2046,1316,730,1218,1100,118,12304,3454,8850,12078,3256,8822,226,198,28
B0118,`08,`100,District - Hanumangarh,`42,`421,`0000,Construction of roads and railways,898,676,222,528,364,164,370,312,58,2576,800,1776,2548,774,1774,28,26,2
B0118,`08,`100,District - Hanumangarh,`42,`421,`4210,Construction roads and railways,898,676,222,528,364,164,370,312,58,2576,800,1776,2548,774,1774,28,26,2
B0118,`08,`100,District - Hanumangarh,`42,`422,`0000,Construction of utility projects,208,172,36,110,92,18,98,80,18,100,74,26,74,54,20,26,20,6
B0118,`08,`100,District - Hanumangarh,`42,`422,`4220,Construction of utility projects,208,172,36,110,92,18,98,80,18,100,74,26,74,54,20,26,20,6
B0118,`08,`100,District - Hanumangarh,`42,`429,`0000,Construction of other civil engineering projects,2158,1568,590,1408,860,548,750,708,42,9628,2580,7048,9456,2428,7028,172,152,20
B0118,`08,`100,District - Hanumangarh,`42,`429,`4290,Construction of other civil engineering projects,2158,1568,590,1408,860,548,750,708,42,9628,2580,7048,9456,2428,7028,172,152,20
B0118,`08,`100,District - Hanumangarh,`43,`000,`0000,Specialized construction activities,1838,1786,52,786,758,28,1052,1028,24,400,322,78,172,112,60,228,210,18
B0118,`08,`100,District - Hanumangarh,`43,`431,`0000,Demolition and site preparation,122,104,18,96,78,18,26,26,0,84,24,60,84,24,60,0,0,0
B0118,`08,`100,District - Hanumangarh,`43,`431,`4311,Demolition,12,12,0,12,12,0,0,0,0,12,12,0,12,12,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`43,`431,`4312,Site preparation,110,92,18,84,66,18,26,26,0,72,12,60,72,12,60,0,0,0
B0118,`08,`100,District - Hanumangarh,`43,`432,`0000,"Electrical, plumbing and other construction installation activities",622,608,14,302,296,6,320,312,8,86,86,0,42,42,0,44,44,0
B0118,`08,`100,District - Hanumangarh,`43,`432,`4321,Electrical installation,418,410,8,202,196,6,216,214,2,44,44,0,20,20,0,24,24,0
B0118,`08,`100,District - Hanumangarh,`43,`432,`4322,"Plumbing, heat and air-conditioning installation",204,198,6,100,100,0,104,98,6,42,42,0,22,22,0,20,20,0
B0118,`08,`100,District - Hanumangarh,`43,`433,`0000,Building completion and finishing,1082,1068,14,388,384,4,694,684,10,230,212,18,46,46,0,184,166,18
B0118,`08,`100,District - Hanumangarh,`43,`433,`4330,Building completion and finishing,1082,1068,14,388,384,4,694,684,10,230,212,18,46,46,0,184,166,18
B0118,`08,`100,District - Hanumangarh,`43,`439,`0000,Other specialized construction activities,12,6,6,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`43,`439,`4390,Other specialized construction activities,12,6,6,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`45,`000,`0000,Wholesale and retail trade and repair of motor vehicles and motorcycles,2886,2850,36,1308,1306,2,1578,1544,34,160,160,0,66,66,0,94,94,0
B0118,`08,`100,District - Hanumangarh,`45,`451,`0000,Sale of motor vehicles,156,156,0,78,78,0,78,78,0,12,12,0,0,0,0,12,12,0
B0118,`08,`100,District - Hanumangarh,`45,`451,`4510,Sale of motor vehicles,156,156,0,78,78,0,78,78,0,12,12,0,0,0,0,12,12,0
B0118,`08,`100,District - Hanumangarh,`45,`452,`0000,Maintenance and repair of motor vehicles,1440,1428,12,666,666,0,774,762,12,108,108,0,44,44,0,64,64,0
B0118,`08,`100,District - Hanumangarh,`45,`452,`4520,Maintenance and repair of motor vehicles,1440,1428,12,666,666,0,774,762,12,108,108,0,44,44,0,64,64,0
B0118,`08,`100,District - Hanumangarh,`45,`453,`0000,Sale of motor vehicle parts and accessories,488,472,16,140,140,0,348,332,16,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`45,`453,`4530,Sale of motor vehicle parts and accessories,488,472,16,140,140,0,348,332,16,6,6,0,0,0,0,6,6,0
B0118,`08,`100,District - Hanumangarh,`45,`454,`0000,"Sale, maintenance and repair of motorcycles and related parts and",802,794,8,424,422,2,378,372,6,34,34,0,22,22,0,12,12,0
B0118,`08,`100,District - Hanumangarh,`45,`454,`4540,"Sale, maintenance and repair of motorcycles and related parts and",802,794,8,424,422,2,378,372,6,34,34,0,22,22,0,12,12,0
B0118,`08,`100,District - Hanumangarh,`46,`000,`0000,"Wholesale trade, except of motor vehicles and motorcycles",8078,7344,734,2286,1982,304,5792,5362,430,1014,564,450,474,166,308,540,398,142
B0118,`08,`100,District - Hanumangarh,`46,`461,`0000,Wholesale on a fee or contract basis,734,680,54,164,152,12,570,528,42,14,8,6,6,0,6,8,8,0
B0118,`08,`100,District - Hanumangarh,`46,`461,`4610,Wholesale on a fee or contract basis,734,680,54,164,152,12,570,528,42,14,8,6,6,0,6,8,8,0
B0118,`08,`100,District - Hanumangarh,`46,`462,`0000,Wholesale of agricultural raw materials and live animals,4066,3876,190,876,814,62,3190,3062,128,390,320,70,66,48,18,324,272,52
B0118,`08,`100,District - Hanumangarh,`46,`462,`4620,Wholesale of agricultural raw materials and live animals,4066,3876,190,876,814,62,3190,3062,128,390,320,70,66,48,18,324,272,52
B0118,`08,`100,District - Hanumangarh,`46,`463,`0000,"Wholesale of food, beverages and tobacco",1084,874,210,590,412,178,494,462,32,374,84,290,316,46,270,58,38,20
B0118,`08,`100,District - Hanumangarh,`46,`463,`4630,"Wholesale of food, beverages and tobacco",1084,874,210,590,412,178,494,462,32,374,84,290,316,46,270,58,38,20
B0118,`08,`100,District - Hanumangarh,`46,`464,`0000,Wholesale of household goods,362,338,24,92,80,12,270,258,12,16,16,0,6,6,0,10,10,0
B0118,`08,`100,District - Hanumangarh,`46,`464,`4641,"Wholesale of textiles, clothing and footwear",120,108,12,30,30,0,90,78,12,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`464,`4649,Wholesale of other household goods,242,230,12,62,50,12,180,180,0,16,16,0,6,6,0,10,10,0
B0118,`08,`100,District - Hanumangarh,`46,`465,`0000,"Wholesale of machinery, equipment and supplies",268,268,0,90,90,0,178,178,0,18,18,0,18,18,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`465,`4651,"Wholesale of computers, computer peripheral equipment and software",24,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`465,`4652,Wholesale of electronic and telecommunications equipment and parts,90,90,0,46,46,0,44,44,0,18,18,0,18,18,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`465,`4653,"Wholesale of agricultural machinery, equipment and supplies",86,86,0,24,24,0,62,62,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`465,`4659,Wholesale of other machinery and equipment,68,68,0,20,20,0,48,48,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`466,`0000,Other specialized wholesale,1268,1028,240,380,350,30,888,678,210,180,96,84,50,36,14,130,60,70
B0118,`08,`100,District - Hanumangarh,`46,`466,`4662,Wholesale of metals and metal ores,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`100,District - Hanumangarh,`46,`466,`4663,"Wholesale of construction materials, hardware, plumbing and heating",244,244,0,74,74,0,170,170,0,14,12,2,6,6,0,8,6,2
B0118,`08,`100,District - Hanumangarh,`46,`466,`4669,Wholesale of waste and scrap and other products n.e.c.,1018,778,240,300,270,30,718,508,210,166,84,82,44,30,14,122,54,68
B0118,`08,`100,District - Hanumangarh,`46,`469,`0000,Non-specialized wholesale trade,296,280,16,94,84,10,202,196,6,22,22,0,12,12,0,10,10,0
B0118,`08,`100,District - Hanumangarh,`46,`469,`4690,Non-specialized wholesale trade,296,280,16,94,84,10,202,196,6,22,22,0,12,12,0,10,10,0
